Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
John Stones,https://fbref.com/req/202302030/images/headshots/5eecec3d_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd17ef.png,DF,CB,0.849,15876279,266719370,12.03868255,14.94176609,3,1,6.1,57.1,5,19,4,91.1,,,,,,,,,,,,,,,,,,,,,,,,,7,5,146,84
Joško Gvardiol,https://fbref.com/req/202302030/images/headshots/5ad50391_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd18ef.png,DF,CB,1.609,12701023,266719370,17.11654532,21.2441366,3,1,31.4,60.5,38,109,35,90.7,,,,,,,,,,,,,,,,,,,,,,,,,4,2,70,32
Manuel Akanji,https://fbref.com/req/202302030/images/headshots/89ac64a6_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd19ef.png,DF,CB,0.641,11430921,266719370,10.64895168,13.21690679,3,1,19,45.3,11,55,7,93.9,,,,,,,,,,,,,,,,,,,,,,,,,9,7,162,95
Nathan Aké,https://fbref.com/req/202302030/images/headshots/eaeca114_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd20ef.png,DF,CB,0.749,10160818,266719370,11.37054271,14.11250681,3,1,7.5,56.5,7,22,3,93.9,,,,,,,,,,,,,,,,,,,,,,,,,8,6,153,89
Rúben Dias,https://fbref.com/req/202302030/images/headshots/31c69ef1_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd21ef.png,DF,CB,0.854,11430921,266719370,12.07208954,14.98322905,3,1,20.2,50,17,54,18,93.4,,,,,,,,,,,,,,,,,,,,,,,,,6,4,142,81
Kyle Walker,https://fbref.com/req/202302030/images/headshots/86dd77d1_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd22ef.png,DF,RB,1.948,11113395,266719370,28.5988107,57.80300427,3,3,10.8,,,,,,14,12,17,13,,,,,,,,,,,,,,,,,,,,,2,2,18,6
Rico Lewis,https://fbref.com/req/202302030/images/headshots/b57e066e_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd23ef.png,DF,RB,2.114,1587628,266719370,30.77279684,62.19699573,3,3,20.1,,,,,,3,36,29,38,,,,,,,,,,,,,,,,,,,,,1,1,14,3
Ederson,https://fbref.com/req/202302030/images/headshots/3bb7b8b4_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd24ef.png,GK,GK,2.079,6350511,266719370,12.55278419,185.5268772,4,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,7,17.6,3.8,63,68.5,1,1,28,28
Stefan Ortega,https://fbref.com/req/202302030/images/headshots/c1242d4e_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd25ef.png,GK,GK,1.944,5715460,266719370,11.80488504,174.4731228,4,0,11.2,,,,,,,,,,,,,,,,,,,,,,,,,3,21.8,-0.9,40,66,2,2,32,32
Joshua Zirkzee,https://fbref.com/req/202302030/images/headshots/028e70b9_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538871.png,FW,ST,0.704,6668037,239020005,15.05552508,72.06492335,1,1,15.6,,,,,,,,,,21,,,,,,,1,3,69,4.8,-1.8,,,,,,,,,4,1,79,30
Rasmus Højlund,https://fbref.com/req/202302030/images/headshots/491a433d_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538871.png,FW,ST,0.481,5397935,239020005,10.01441082,47.93507665,1,1,17.6,,,,,,,,,,12,,,,,,,0,3,80,3.3,-0.3,,,,,,,,,6,2,109,41
Alejandro Garnacho,https://fbref.com/req/202302030/images/headshots/7aa8adfe_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538872.png,FW,LW,1.322,3175256,239020005,29.02596726,75.16097561,1,2,20.8,,,,,,,,,,62,,,,,,,1,5,249,6.2,-1.2,,,,,,,,,2,1,24,5
Marcus Rashford,https://fbref.com/req/202302030/images/headshots/a1d5bd30_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538873.png,FW,LW,0.804,19051534,239020005,17.31611443,44.83902439,1,2,7.5,,,,,,,,,,13.5,,,,,,,1.5,2.5,59.5,1.65,0.85,,,,,,,,,3,2,68,23
Amad Diallo,https://fbref.com/req/202302030/images/headshots/9dc96f10_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538874.png,FW,RW,1.568,1831878,239020005,34.58701706,87.6372315,1,3,17.7,,,,,,,,,,46,,,,,,,6,6,159,4.1,1.9,,,,,,,,,1,1,12,5
Antony,https://fbref.com/req/202302030/images/headshots/99127249_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538875.png,FW,RW,0.603,12701023,239020005,12.77232983,32.3627685,1,3,1.6,,,,,,,,,,6,,,,,,,0,0,7,1,-1,,,,,,,,,5,2,94,22
Christian Eriksen,https://fbref.com/req/202302030/images/headshots/980522ec_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538876.png,MF,CM,0.905,9525767,239020005,14.6482603,67.1178956,2,1,10,,,,,,,,,,8,,41,21,,40,1.8,,,,,,,,,,,,,,4,1,70,32
Kobbie Mainoo,https://fbref.com/req/202302030/images/headshots/c6220452_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538877.png,MF,CM,0.637,1270102,239020005,11.54134562,52.8821044,2,1,14.4,,,,,,,,,,12,,54,13,,25,1.2,,,,,,,,,,,,,,5,2,96,48
Bruno Fernandes,https://fbref.com/req/202302030/images/headshots/507c7bdf_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538878.png,MF,CAM,3.255,19051534,239020005,41.89172858,94.44930054,2,2,29.3,,,,,,,,,,56,,254,77,,156,6.4,,,,,,,,,,,,,,1,1,3,1
Mason Mount,https://fbref.com/req/202302030/images/headshots/9674002f_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538879.png,MF,CAM,0.619,15876279,239020005,11.33267224,25.55069946,2,2,3.5,,,,,,,,,,7,,13,5,,9,0.1,,,,,,,,,,,,,,6,2,99,30
Casemiro,https://fbref.com/req/202302030/images/headshots/4d224fe8_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538880.png,MF,CDM,5.786,22226790,239020005,25.49277838,58.31902318,2,3,14.1,,33,,12,78.7,,,,,,82,65,19,43,,,,,,,,,,,,,,,,3,2,27,11
Toby Collyer,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538881.png,MF,CDM,6.067,317526,239020005,26.96237671,61.68097682,2,3,2,,2,,2,82.6,,,,,,17,5,2,9,,,,,,,,,,,,,,,,2,1,19,9
Ayden Heaven,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538882.png,DF,CB,2.461,274827,239020005,22.80909675,26.7300859,3,1,1.1,33.3,2,6,1,81.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,36,12
Harry Maguire,https://fbref.com/req/202302030/images/headshots/d8931174_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538883.png,DF,CB,0.976,12065972,239020005,12.88722014,15.10259285,3,1,15.8,70.8,14,70,36,86.3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,130,74
Jonny Evans,https://fbref.com/req/202302030/images/headshots/f8fcd2a5_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538884.png,DF,CB,1.356,4127832,239020005,15.42615153,18.07797828,3,1,3.2,72.7,2,13,4,88.8,,,,,,,,,,,,,,,,,,,,,,,,,5,2,95,50
Leny Yoro,https://fbref.com/req/202302030/images/headshots/6763f716_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538885.png,DF,CB,0.672,7303088,239020005,10.85607503,12.72228451,3,1,10.7,45.8,5,36,17,92.5,,,,,,,,,,,,,,,,,,,,,,,,,12,7,160,93
Lisandro Martínez,https://fbref.com/req/202302030/images/headshots/bac46a10_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538886.png,DF,CB,0.931,7620614,239020005,12.58655721,14.75024458,3,1,19.5,55.2,22,57,32,89.4,,,,,,,,,,,,,,,,,,,,,,,,,9,6,136,78
Matthijs de Ligt,https://fbref.com/req/202302030/images/headshots/d6e53a3a_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538887.png,DF,CB,1.152,12383497,239020005,14.06314626,16.4806661,3,1,23.2,66.3,29,92,33,90.1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,109,60
Victor Lindelöf,https://fbref.com/req/202302030/images/headshots/f5deef4c_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538888.png,DF,CB,1.108,7620614,239020005,13.76916473,16.13614779,3,1,4.1,47.6,3,28,5,92.3,,,,,,,,,,,,,,,,,,,,,,,,,7,4,113,63
Harry Amass,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538889.png,DF,LB,0.25,343533,239020005,6.36128983,15.86958045,3,2,0.8,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,13,4,175,35
Luke Shaw,https://fbref.com/req/202302030/images/headshots/9c94165b_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538890.png,DF,LB,0.601,9525767,239020005,10.95809185,27.33727354,3,2,0.9,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,11,3,158,29
Patrick Dorgu,https://fbref.com/req/202302030/images/headshots/e6536124_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538891.png,DF,LB,1.232,2748268,239020005,19.22185844,47.95298391,3,2,4.9,,,,,,21,21,14,10,,,,,,,,,,,,,,,,,,,,,4,1,58,15
Tyrell Malacia,https://fbref.com/req/202302030/images/headshots/6b6c793c_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538892.png,DF,LB,0.647,4762884,239020005,11.56052174,28.84016209,3,2,1.1,,,,,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,10,2,150,28
Diogo Dalot,https://fbref.com/req/202302030/images/headshots/d9565625_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538893.png,DF,RB,1.89,5397935,239020005,27.83922518,70.47669076,3,3,30.6,,,,,,63,62,65,37,,,,,,,,,,,,,,,,,,,,,1,1,25,10
Noussair Mazraoui,https://fbref.com/req/202302030/images/headshots/b74277a0_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538894.png,DF,RB,1.258,8573190,239020005,19.56236229,49.52330924,3,3,27.5,,,,,,20,34,95,26,,,,,,,,,,,,,,,,,,,,,3,2,54,19
Altay Bayındır,https://fbref.com/req/202302030/images/headshots/072e68ed_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538895.png,GK,GK,9.46,2222679,239020005,45.49695673,259.6982805,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,39.2,-0.2,5,33.3,1,1,2,2
André Onana,https://fbref.com/req/202302030/images/headshots/e9c0c1b2_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538896.png,GK,GK,2.985,7620614,239020005,17.57201852,100.3017195,4,0,31,,,,,,,,,,,,,,,,,,,,,,,,,9,29.1,1.8,102,69.8,2,2,14,14
Alexander Isak,https://fbref.com/req/202302030/images/headshots/8e92be30_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a98.png,FW,ST,1.577,7620614,136451486,34.79047011,103.6945536,1,1,26.8,,,,,,,,,,40,,,,,,,6,21,192,17.5,3.5,,,,,,,,,1,1,11,6
Callum Wilson,https://fbref.com/req/202302030/images/headshots/c596fcb0_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a99.png,FW,ST,0.158,2921235,136451486,2.712707221,8.085345312,1,1,2.8,,,,,,,,,,4,,,,,,,0,0,9,0.3,-0.3,,,,,,,,,6,3,134,51
William Osula,https://fbref.com/req/202302030/images/headshots/7b355808_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a100.png,FW,ST,0.16,1270102,136451486,2.757919008,8.220101067,1,1,1,,,,,,,,,,1,,,,,,,0,0,7,0,0,,,,,,,,,5,2,133,50
Anthony Gordon,https://fbref.com/req/202302030/images/headshots/2bd83368_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a101.png,FW,LW,1.038,9525767,136451486,22.60589351,63.59300477,1,2,24.2,,,,,,,,,,54,,,,,,,5,6,190,7.9,-1.9,,,,,,,,,3,1,42,14
Harvey Barnes,https://fbref.com/req/202302030/images/headshots/3ea50f67_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a102.png,FW,LW,0.925,5080409,136451486,20.05142754,56.40699523,1,2,14.9,,,,,,,,,,37,,,,,,,4,9,143,6.2,2.8,,,,,,,,,4,2,52,19
Jacob Murphy,https://fbref.com/req/202302030/images/headshots/de112b84_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a103.png,FW,RW,1.091,2222679,136451486,23.80400586,120,1,3,22.4,,,,,,,,,,30,,,,,,,11,8,187,5.5,2.5,,,,,,,,,2,1,38,8
Joe Willock,https://fbref.com/req/202302030/images/headshots/a3b03921_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a104.png,MF,CM,1.808,5080409,136451486,25.1167079,35.91860727,2,1,9.9,,,,,,,,,,22,,34,18,,38,0.8,,,,,,,,,,,,,,2,2,29,10
Joelinton,https://fbref.com/req/202302030/images/headshots/c17bfb65_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a105.png,MF,CM,2.541,9525767,136451486,33.61435141,48.07081771,2,1,26.6,,,,,,,,,,26,,116,23,,61,2.3,,,,,,,,,,,,,,1,1,9,3
Lewis Miley,https://fbref.com/req/202302030/images/headshots/2c6835e5_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a106.png,MF,CM,0.632,317526,136451486,11.48338079,16.42201862,2,1,2.5,,,,,,,,,,1,,13,1,,3,0.1,,,,,,,,,,,,,,5,4,97,49
Sean Longstaff,https://fbref.com/req/202302030/images/headshots/a2b105e0_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a107.png,MF,CM,0.823,3175256,136451486,13.69763715,19.5885564,2,1,8.9,,,,,,,,,,10,,40,4,,14,0.2,,,,,,,,,,,,,,4,3,75,36
Bruno Guimarães,https://fbref.com/req/202302030/images/headshots/82518f62_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a108.png,MF,CDM,3.977,10160818,136451486,16.03191228,75.48980499,2,3,31.4,,32,,27,82.1,,,,,,156,227,43,41,,,,,,,,,,,,,,,,3,1,61,19
Sandro Tonali,https://fbref.com/req/202302030/images/headshots/0db169ae_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a109.png,MF,CDM,2.719,7620614,136451486,9.452714076,44.51019501,2,3,24.2,,29,,29,83.2,,,,,,156,96,13,30,,,,,,,,,,,,,,,,6,2,111,29
Dan Burn,https://fbref.com/req/202302030/images/headshots/b2d31e83_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a110.png,DF,CB,1.829,3492781,136451486,18.58645297,27.81059902,3,1,32,66.7,31,166,25,89.2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,60,26
Fabian Schär,https://fbref.com/req/202302030/images/headshots/c8aa95da_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a111.png,DF,CB,1.708,2857730,136451486,17.77800376,26.60092998,3,1,27.7,37.9,35,112,40,83.3,,,,,,,,,,,,,,,,,,,,,,,,,6,4,69,31
Lloyd Kelly,https://fbref.com/req/202302030/images/headshots/f31def1e_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a112.png,DF,CB,2.071,9525767,136451486,20.20335137,30.22993709,3,1,3.4,75,6,17,1,80.7,,,,,,,,,,,,,,,,,,,,,,,,,4,2,49,19
Sven Botman,https://fbref.com/req/202302030/images/headshots/ccce7025_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a113.png,DF,CB,2.584,5715460,136451486,23.63090875,35.35853392,3,1,2.5,64.3,2,12,4,88.3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,33,10
Lewis Hall,https://fbref.com/req/202302030/images/headshots/da011f18_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a114.png,DF,LB,1.411,444536,136451486,21.5660965,92.66644395,3,2,24.3,,,,,,110,41,58,22,,,,,,,,,,,,,,,,,,,,,3,1,41,11
Matt Targett,https://fbref.com/req/202302030/images/headshots/e514ab62_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a115.png,DF,LB,0.25,6350511,136451486,6.36128983,27.33355605,3,2,0.2,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,9,2,175,35
Emil Krafth,https://fbref.com/req/202302030/images/headshots/77cf6852_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a116.png,DF,RB,0.307,3492781,136451486,7.107779046,19.4748828,3,3,3.2,,,,,,1,3,4,3,,,,,,,,,,,,,,,,,,,,,8,3,174,45
Kieran Trippier,https://fbref.com/req/202302030/images/headshots/21512407_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a117.png,DF,RB,0.88,7620614,136451486,14.61196012,40.03588307,3,3,12.2,,,,,,62,21,32,11,,,,,,,,,,,,,,,,,,,,,7,2,101,26
Valentino Livramento,https://fbref.com/req/202302030/images/headshots/afed6722_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a118.png,DF,RB,1.45,3175256,136451486,22.07685228,60.48923413,3,3,26.6,,,,,,40,68,49,37,,,,,,,,,,,,,,,,,,,,,2,1,39,17
Martin Dúbravka,https://fbref.com/req/202302030/images/headshots/3a949a25_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a119.png,GK,GK,1.861,2540205,136451486,11.34506556,164.3136247,4,0,10,,,,,,,,,,,,,,,,,,,,,,,,,5,15.8,0.9,18,70.7,2,2,34,34
Nick Pope,https://fbref.com/req/202302030/images/headshots/4b40d9ca_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a120.png,GK,GK,2.252,3810307,136451486,13.51120311,195.6863753,4,0,23,,,,,,,,,,,,,,,,,,,,,,,,,6,27.3,0.9,62,70.5,1,1,24,24
Chris Wood,https://fbref.com/req/202302030/images/headshots/4e9a0555_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a775cb.png,FW,ST,1.362,5080409,83890867,29.930203,88.56187291,1,1,27,,,,,,,,,,9,,,,,,,3,18,74,11,7,,,,,,,,,2,1,21,11
Taiwo Awoniyi,https://fbref.com/req/202302030/images/headshots/e5478b87_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a776cb.png,FW,ST,0.508,3175256,83890867,10.62476995,31.43812709,1,1,4,,,,,,,,,,5,,,,,,,0,1,19,2.1,-1.1,,,,,,,,,5,2,105,40
Anthony Elanga,https://fbref.com/req/202302030/images/headshots/2fba6108_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a777cb.png,FW,LW,1.424,1587628,83890867,31.3317684,56.80327869,1,2,22.3,,,,,,,,,,41,,,,,,,8,6,162,3.9,2.1,,,,,,,,,1,1,18,4
Callum Hudson-Odoi,https://fbref.com/req/202302030/images/headshots/15f3ec41_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a778cb.png,FW,LW,1.118,5080409,83890867,24.41436499,44.26229508,1,2,23,,,,,,,,,,59,,,,,,,2,5,186,2.5,2.5,,,,,,,,,3,2,37,13
Ramón Sosa,0,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a779cb.png,FW,LW,0.5,1905153,83890867,10.4439228,18.93442623,1,2,2.9,,,,,,,,,,6,,,,,,,0,1,15,0.9,0.1,,,,,,,,,6,3,107,34
Jota Silva,0,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a780cb.png,FW,RW,0.551,1587628,83890867,11.59682337,120,1,3,9.2,,,,,,,,,,11,,,,,,,1,3,54,1.9,1.1,,,,,,,,,4,1,103,26
Elliot Anderson,https://fbref.com/req/202302030/images/headshots/de31038e_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a781cb.png,MF,CM,1.435,2540205,83890867,20.79253187,57.7067933,2,1,24.7,,,,,,,,,,27,,112,33,,74,3.2,,,,,,,,,,,,,,4,1,44,15
Nicolás Domínguez,https://fbref.com/req/202302030/images/headshots/20b3a502_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a782cb.png,MF,CM,0.604,2222679,83890867,11.15877777,30.96964266,2,1,17.4,,,,,,,,,,10,,60,12,,29,1.3,,,,,,,,,,,,,,6,3,101,52
Ryan Yates,https://fbref.com/req/202302030/images/headshots/c1fe2a48_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a783cb.png,MF,CM,0.615,3175256,83890867,11.28630038,31.32356403,2,1,19.4,,,,,,,,,,18,,45,17,,35,0.5,,,,,,,,,,,,,,5,2,100,51
Morgan Gibbs-White,https://fbref.com/req/202302030/images/headshots/32f60ed8_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a784cb.png,MF,CAM,1.983,5080409,83890867,27.14547681,120,2,2,25.4,,,,,,,,,,46,,139,44,,97,4.3,,,,,,,,,,,,,,3,1,18,7
Danilo,https://fbref.com/req/202302030/images/headshots/a816dbfb_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a785cb.png,MF,CDM,8.401,1905153,83890867,37.10530201,59.38660493,2,3,2.3,,1,,1,79.6,,,,,,14,10,0,1,,,,,,,,,,,,,,,,2,2,5,3
Ibrahim Sangaré,https://fbref.com/req/202302030/images/headshots/bced0375_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a786cb.png,MF,CDM,16.488,4762884,83890867,37.87181188,60.61339507,2,3,3.1,,5,,2,78.5,,,,,,22,12,3,10,,,,,,,,,,,,,,,,1,1,4,2
Morato,0,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a787cb.png,DF,CB,1.003,2222679,83890867,13.0676179,19.18837884,3,1,8.4,27.8,11,66,9,74.1,,,,,,,,,,,,,,,,,,,,,,,,,8,4,126,71
Murillo,0,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a788cb.png,DF,CB,1.939,1905153,83890867,19.32140679,28.37138919,3,1,30.5,64.2,64,208,29,78,,,,,,,,,,,,,,,,,,,,,,,,,4,2,57,24
Nikola Milenković,https://fbref.com/req/202302030/images/headshots/bee704fc_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a789cb.png,DF,CB,1.553,6668037,83890867,16.74238701,24.58437851,3,1,31,71.2,36,160,23,80.9,,,,,,,,,,,,,,,,,,,,,,,,,5,3,78,39
Willy Boly,https://fbref.com/req/202302030/images/headshots/a4ac4b8f_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a790cb.png,DF,CB,3.925,2540205,83890867,32.59066398,47.85585346,3,1,1.7,75,4,12,3,78.6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,6
Harry Toffolo,https://fbref.com/req/202302030/images/headshots/a105d46a_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a791cb.png,DF,LB,1.041,2222679,83890867,16.72046475,120,3,2,0.5,,,,,,3,0,2,0,,,,,,,,,,,,,,,,,,,,,6,1,80,18
Eric da Silva Moreira,https://fbref.com/req/202302030/images/headshots/0a4f579a_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a792cb.png,DF,RB,0.833,508041,83890867,13.99643392,24.61950537,3,3,0.3,,,,,,0,1,2,0,,,,,,,,,,,,,,,,,,,,,7,3,110,29
Neco Williams,https://fbref.com/req/202302030/images/headshots/dd323728_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a793cb.png,DF,RB,1.752,3175256,83890867,26.0319355,45.78976183,3,3,22.8,,,,,,39,53,66,25,,,,,,,,,,,,,,,,,,,,,3,2,27,11
Ola Aina,https://fbref.com/req/202302030/images/headshots/246d153b_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a794cb.png,DF,RB,1.917,2540205,83890867,28.19282534,49.5907328,3,3,28.5,,,,,,42,54,53,35,,,,,,,,,,,,,,,,,,,,,2,1,20,7
Matz Sels,https://fbref.com/req/202302030/images/headshots/834b5c4c_2022.jpg,Nott'ham Forest,https://cdn.ssref.net/req/202505011/tlogo/fb/e4a795cb.png,GK,GK,3.953,2222679,83890867,22.93473246,360,4,0,32,,,,,,,,,,,,,,,,,,,,,,,,,13,71.1,3.1,215,74.5,1,1,10,10
Adam Armstrong,https://fbref.com/req/202302030/images/headshots/68c720b5_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d4.png,FW,ST,1.355,3810307,74031458,29.77196175,46.14306569,1,1,13.9,,,,,,,,,,13,,,,,,,2,2,79,3.3,-1.3,,,,,,,,,1,1,22,12
Cameron Archer,https://fbref.com/req/202302030/images/headshots/05e8ca6d_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d5.png,FW,ST,0.86,2540205,74031458,18.58204446,28.8,1,1,14.8,,,,,,,,,,9,,,,,,,0,2,62,5.1,-3.1,,,,,,,,,5,3,59,21
Paul Onuachu,https://fbref.com/req/202302030/images/headshots/c06d1086_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d6.png,FW,ST,1.258,1905153,74031458,27.57919008,42.74452555,1,1,10.9,,,,,,,,,,5,,,,,,,1,4,39,3.3,0.7,,,,,,,,,3,2,30,13
